post_id,instances,ocr,verdicts,text
15686,"[(1624825100.0, 'fb')]","[('1.713.566\nASSINATURAS\nnuma ORDEM de REVOGAÇÃO\nde MANDATO, 7 senadores\npoderão perder o mandato e\nainda ter que pagar multa a\ntodos brasileiros.', '1,713,566\nSUBSCRIPTIONS\nin an ORDER OF REVOCATION\nof MANDATE, 7 senators\nmay lose their mandate and\nstill have to pay a fine\nall Brazilians.', [('por', 0.9247275590896606)])]",['False information'],"('ORDEM DE REVOGAÇÃO DE MANDATO', 'ORDER OF REVOCATION OF MANDATE', [('por', 1.0)])"
322,"[(1629694056.0, 'fb')]","[('8:17 14 -\nTg Ditlam Micke ...\nYesterday, 7:23 pm\n10 nmzä\nలంగాణ\nITElEn\nவாங்குங்கள்.\nPRIMACOVID™\nCOVID-19\nANTIGEN\nRAPID TEST\nG G\nங்பொருட்களை\nපෙබිම ලංකා පදනම්\nPRIMACOVID""\nCOVID-19 ANTIGEN\nRAPID TEST\n|||\n=\nC\nmes.com\nC\nfl5un 6z\nవారం బ్రద\nCSH\nEN DUN\n0\nT+.ll.ll 85%\nPRIMA\nPRIMA\nMOFESSIONAL\nB€\nමිළ රු. 30\nඅවම ඇනවුම් ප්\u200dරමාණය: කට්ටල 5යි\nදිවයින පුරා ප්\u200dරවාහන ගාස්තූ රු. 100\nකට්ටල 5ක් නිවසටම ගෙන්වා\nගැනීමට රු. 500යි\nදැන්ම අමතන්න - වසන්ත : 077 302 9004', '8:17 14 -\nTg Ditlam Micke ...\nYesterday, 7:23 pm\n10 nmzä\nLangana\nITElEn\nBuy it.\nPRIMACOVID™\nCOVID-19\nANTIGEN\nRAPID TEST\nG G\nproducts\nPebima Sri Lanka Foundations\n""PRIMACOVID""\nCOVID-19 ANTIGEN\nRAPID TEST\n|||\n=\nC\nmes.com\nC\nfl5un 6z\nweek alive\nCSH\nEN DUN\n0\nT+.ll.ll 85%\nPRIMA\nPRIMA\nPROFESSIONAL\nB€\nPrice Rs. 30\nMinimum order quantity: 5 sets\nIsland wide transportation charges Rs. 100\n5 sets delivered to home\nTo take Rs. 500\nCall Now - Vasantha : 077 302 9004', [('sin', 0.38466811180114746), ('eng', 0.35666486620903015), ('lb', 0.06666072458028793), ('ita', 0.04089048132300377), ('ceb', 0.032021842896938324), ('tam', 0.031214091926813126), ('aze', 0.00994824431836605), ('tel', 0.003755252342671156)])]",['False information'],
26025,"[(1657662303.0, 'fb')]","[('""Wenn Aufregung helfen würde, würde\nich mich aufregen.""\n(Angela Merkel)', '""If excitement would help, it would\nI get excited.""\n(Angela Merkel)', [('deu', 0.7731890678405762)])]",['False information'],"('❤️❤️❤️\n\n[via twitter.com/ernstvall]', '❤️❤️❤️\n\n[via twitter.com/ernstvall]', [('eng', 1.0)])"
11399,"[(1589635861.0, 'fb')]","[('BREAKING NEWS\nChina & Japan balik\nulit sa Lockdown.\nHuwag tayong excited\nsa GCQ & MECQ mas\ndelikado ang Second\nWave ng Virus!', ""BREAKING NEWS\nChina & Japan back\nagain in Lockdown.\nLet's not get excited\nin GCQ & MECQ more\nSecond is dangerous\nVirus Wave!"", [('fil', 0.4373258054256439), ('ceb', 0.29139336943626404), ('eng', 0.11558327078819275)])]",['False information'],"('Hinay hinay lng tayo', ""Let's go slowly"", [('tgl', 1.0)])"
11474,"[(1638121954.0, 'fb')]","[('SAC VOTACIONES HONDURAS 2021\nINVESTIGACIONES SOCIALES\nAPLICADAS CONSULTORES\nPRIMER ENCUESTA DE BOCA DE URNA X\n38%\n29%\nPapi a la Orden\nXiomara Castro\nPartido Nacional Libertad y Refundación\n19%\nYani Rosenthal\nPartido Liberal\n14%\nNo quiso decir\nNOTA: Por favor nadie vea esto como un pronóstico, porque seguramente se equivocará.', 'SAC VOTES HONDURAS 2021\nSOCIAL INVESTIGATIONS\nAPPLIED CONSULTANTS\nFIRST EXIT POLL X\n38%\n29%\ndaddy to order\nXiomara Castro\nNational Freedom and Refoundation Party\n19%\nYani Rosenthal\nLiberal Party\n14%\ndid not mean\nNOTE: Please no one see this as a forecast, because you will surely be wrong.', [('spa', 0.7884523272514343), ('por', 0.11706775426864624)])]",['Missing context'],"('Honduras ya decidió papi presidente!', 'Honduras already decided daddy president!', [('spa', 1.0)])"
8392,"[(1653667201.0, 'fb')]","[('Robert Habeck (Bündnis 90/Die Grünen):\nTrotz Hungerkrise undenkbar,\nSanktionen gegen\nRussland aufzuheben\nHABECK\nQuelle: World Economic Forum\nMacGREGOR', 'Robert Habeck (Alliance 90/The Greens):\nDespite the hunger crisis unthinkable,\nsanctions against\nabolish Russia\nHABECK\nSource: World Economic Forum\nMacGREGOR', [('deu', 0.7659871578216553), ('fra', 0.1699589490890503), ('eng', 0.06405391544103622)])]",['Missing context'],"('Der deutsche Bundesminister für Wirtschaft und Klimaschutz, Robert Habeck, erklärte am Montag auf dem Weltwirtschaftsforum in Davos, dass eine Aufhebung der Sanktionen gegen Russland ausgeschlossen sei, selbst wenn dies den Verlust von 100.000 Menschenleben bedeute.\n\nAngesichts der sich verschärfenden Hungerkrise, die durch die Blockade des Schwarzmeer-Handels weiter verstärkt wird, spricht sich Habeck dennoch gegen die Aufnahme von Verhandlungen mit Russland aus. Laut dem UN-Welternährungsprogramm besteht die Gefahr einer großen Hungersnot und steigender Lebensmittelpreise weltweit\n\nDiese Aussagen mögen an ein inzwischen legendäres Interview (1996) der ehemaligen US-Außenministerin Madeleine Albright zu den US-Sanktionen gegen den Irak erinnern. Darin erklärte Albright, dass das Sterben von mehr als einer halben Million irakischer Kinder ihren Preis wert waren.\n\nWeltwirtschaftsforum in Davos I 23.05.2022\n\n👉 🎬 Das Video auf Rumble:\nhttps://rumble.com/v16b0yk-habeck-trotz-hungerkrise-undenkbar-sanktionen-gegen-russland-aufzuheben-23..html\n\n👉 🎬 Telegram:\nhttps://t.me/pruefealles/1263\n\n#RobertHabeck', ""At the World Economic Forum in Davos on Monday, Germany's Minister for Economic Affairs and Climate Protection, Robert Habeck, said that sanctions against Russia could not be lifted, even if it meant the loss of 100,000 lives.\n\nIn view of the worsening hunger crisis, which is being exacerbated by the blockade of Black Sea trade, Habeck is nonetheless opposed to opening negotiations with Russia. According to the UN World Food Program, there is a risk of major famine and rising food prices worldwide\n\nThese statements may be reminiscent of a now legendary interview (1996) by former US Secretary of State Madeleine Albright on US sanctions against Iraq. In it, Albright declared that the deaths of more than half a million Iraqi children were worth their price.\n\nWorld Economic Forum in Davos I May 23, 2022\n\n👉 🎬 The video on Rumble:\nhttps://rumble.com/v16b0yk-habeck-despite-hunger-crisis-unthinkable-sanctions-against-russia-cancelled-23..html\n\n👉 🎬 Telegrams:\nhttps://t.me/pruefealles/1263\n\n#RobertHabeck"", [('deu', 1.0)])"
17284,"[(1622944117.0, 'fb')]","[('EDICIÓN ESPECIAL\nSábado 05 junio 2021\npublimetro\nFGR solicita la orden de aprehensión para\nSilvano Aureoles y Carlos Herrera Tello\nMOHGAGAN\nCarlo Ancelotti\nGulere recortar\nla plantilla del\nReal Madrid\ngobernador del estado de Michoacán Silvano Aureoles Conejo y contra Carlos Herrera Tello actual candidato\nCDMX. La Fiscalía General de la República giró en la madrugada de hoy órdenes de aprehensión en contra del\na la gubernatura. Los delitos que se les imputan son narcotráfico y lavado de dinero. Pág. 02\nDijo que sin figuras como\nale Odegaard o Ceballos\nllegaron a las semifinales de\nChampions Pag 10\nNG CIRST THIS TULO\nMóxico el pais\n600 policias\nvigilaran las\nelecciones e\nel municipio\nFOTO: ARCHIVO\nSupervisarán que no se\ncometan delitos electoral\nrobo de urnas, como ha oc\nen comicios anteriores. E\nLey seca en\nMorella des', ""SPECIAL EDITION\nSaturday 05 June 2021\nmeter\nFGR requests the arrest warrant for\nSilvano Aureoles and Carlos Herrera Tello\nMOHGAGAN\nCarlo Ancelotti\nGulere trim\nthe template of\nreal Madrid\nGovernor of the state of Michoacán Silvano Aureoles Conejo and against Carlos Herrera Tello current candidate\nCDMX. At dawn today, the Attorney General's Office issued arrest warrants against the\nto the governorship. The crimes they are charged with are drug trafficking and money laundering. Page 02\nHe said that without figures like\nOdegaard ale or Ceballos\nreached the semifinals of\nChampions Page 10\nNG CIRST THIS TULO\nMexico the country\n600 police\nthey will watch the\nelections and\nthe town\nPHOTO: FILE\nThey will supervise that\ncommit electoral crimes\ntheft of ballot boxes, how has it happened\nin previous elections. AND\ndry law in\nMorella des"", [('spa', 0.7842165231704712), ('por', 0.04454653337597847), ('gl', 0.0326639749109745), ('kl', 0.02886020950973034), ('cat', 0.02882862277328968), ('fil', 0.02169637382030487), ('ron', 0.019384855404496193), ('ita', 0.018214307725429535), ('eng', 0.014345302246510983), ('uz', 0.007243280299007893)])]",['False information'],"('Que saben de esto', 'What do you know about this?', [('spa', 1.0)])"
11556,"[(1602043462.0, 'fb')]",[],['False information'],"('Huracán Delta Llegando a #Cancún \n\nEvacuada la zona hotelera.', 'Hurricane Delta Arriving in #Cancun\n\nHotel zone evacuated.', [('spa', 1.0)])"
22947,"[(1659001937.0, 'fb'), (1658972168.0, 'fb')]",[],['Missing context'],"('الدعاية الروسية تنشر فيديوهات افتراضية لقصف باريس وانطلاق الحرب العالمية الثالثة... \n⚠️افتراضيه يعني محض خيال فقط و مشهد تمثيلي', 'Russian propaganda publishes virtual videos of the bombing of Paris and the start of World War III...\n⚠️ Hypothetical means pure imagination only and a representative scene', [('ara', 1.0)])"
20604,"[(1594138745.0, 'fb')]","[('HIDROXICLOROQUINA\nUSADA HÁ MAIS DE\n60 ANOS NÃO PODE.\nNÃO TEM COMPROVAÇÃO\nCIENTÍFICA.\nGUTTA\nSPELL\nEMS\nsulfato de\nhidroxicloroquina\n400-\nMedicamento\nGenérico\nSCATMON\nMAS VACINA NOVA\nDA CHINA PODE.\nÉ SEGURA.\nYouTube facebook\nMovimentoBrasilConsciente', ""HYDROXYCHLOROQUINE\nUSED MORE THAN\n60 YEARS CAN'T.\nHAS NO PROOF\nSCIENTIFIC\nGUTT\nSPELL\nEMS\nsulfate of\nhydroxychloroquine\n400-\nmedication\nGeneric\nSCATMON\nBUT NEW VACCINE\nFROM CHINA CAN.\nIT'S SAFE.\nYouTube facebook\nBrazilian Conscious Movement"", [('por', 0.6604406237602234), ('ron', 0.16974955797195435), ('eng', 0.09434495866298676), ('spa', 0.03831138089299202), ('nor', 0.008479727432131767)])]",['Partly false information'],"('Vai vendo meus AMIGOS do Brasil...\nTo fora dessa vacina KKkkkkkkk', ""Go see my FRIENDS from Brazil...\nI'm out of this vaccine lol"", [('por', 1.0)])"
1352,"[(1586967142.0, 'fb')]","[(""Les Stylos Rouges\nITALIE\nécoles fermées jusqu'en septembre\n99₂\nPORTUGAL\nécoles fermées jusqu'en septembre\nÉTAT DE NEW YORK\nécoles fermées jusqu'en septembre\nQUÉBEC\nécoles fermées jusqu'en septembre\nFRANCE\ncoucou le #COVID19 #11mai\nESPAGNE\nécoles fermées jusqu'à nouvel ordre"", 'Red Pens\nITALY\nschools closed until September\n99₂\nPORTUGAL\nschools closed until September\nNEW YORK STATE\nschools closed until September\nQUEBEC\nschools closed until September\nFRANCE\nhello on #COVID19 #May 11\nSPAIN\nschools closed until further notice', [('fra', 0.935425877571106), ('eng', 0.05928162857890129)])]",['Partly false information'],
16783,"[(1599648732.0, 'tw')]",[],[],"('Por si alguien no lo sabe, la muerte que lamenta Pedro Sánchez es la del etarra Igor González Sala, autor material del secuestro y asesinato de Miguel Angel Blanco en 1997.', 'In case anyone does not know, the death that Pedro Sánchez laments is that of ETA member Igor González Sala, material author of the kidnapping and murder of Miguel Angel Blanco in 1997.', [('spa', 1.0)])"
